tin,tax_type,yofa,period,trcd,sbcd,amount,txn_date,source_ref
101801H,PIT,2021,2021,10,,1399.89,2021-05-31,A00002320
101801H,PIT,2021,2021,70,,206.42,2021-08-09,PEN
101801H,PIT,2021,2021,60,,503.96,2026-06-01,RST
101801H,PIT,2021,2021,20,G,-978.13,2021-06-16,R50002288
101801H,PIT,2022,2022,10,,2533.79,2022-05-31,A00002321
101801H,PIT,2022,2022,70,,209.08,2022-08-09,PEN
101801H,PIT,2022,2022,60,,729.73,2026-06-01,RST
101801H,PIT,2022,2022,20,G,-1284.4,2022-06-17,R50002289
101801H,PIT,2023,2023,10,,2938.0,2023-05-31,A00002322
101801H,PIT,2023,2023,60,,616.98,2026-06-01,RST
101801H,PIT,2023,2023,20,G,-1680.07,2023-08-25,R50002290
101801H,PIT,2024,2024,10,,5005.75,2024-05-31,A00002323
101801H,PIT,2024,2024,70,,726.25,2024-08-09,PEN
101801H,PIT,2024,2024,60,,690.79,2026-06-01,RST
101801H,PIT,2024,2024,20,G,-3180.13,2024-06-20,R50002291
101801H,PIT,2025,2025,10,,6206.25,2025-05-31,A00002324
101801H,PIT,2025,2025,20,G,-1595.93,2025-06-23,R50002292
101809G,PIT,2020,2020,10,,10.94,2020-05-31,A00002325
101809G,PIT,2020,2020,60,,4.73,2026-06-01,RST
101809G,PIT,2020,2020,20,G,-2.88,2020-06-19,R50002293
101809G,PIT,2021,2021,10,,4.82,2021-05-31,A00002326
101809G,PIT,2021,2021,70,,0.69,2021-08-09,PEN
101809G,PIT,2021,2021,60,,1.74,2026-06-01,RST
101809G,PIT,2022,2022,10,,8.74,2022-05-31,A00002327
101809G,PIT,2022,2022,70,,0.89,2022-08-09,PEN
101809G,PIT,2022,2022,60,,2.52,2026-06-01,RST
101809G,PIT,2022,2022,20,G,-0.85,2022-07-30,R50002294
101809G,PIT,2023,2023,10,,22.83,2023-05-31,A00002328
101809G,PIT,2023,2023,60,,4.79,2026-06-01,RST
101809G,PIT,2023,2023,20,G,-9.64,2023-08-09,R50002295
101809G,PIT,2024,2024,10,,10.26,2024-05-31,A00002329
101809G,PIT,2024,2024,70,,1.01,2024-08-09,PEN
101809G,PIT,2024,2024,20,G,-2.1,2024-08-06,R50002296
101809G,PIT,2025,2025,10,,69.52,2025-05-31,A00002330
101809G,PIT,2025,2025,70,,6.13,2025-08-09,PEN
101809G,PIT,2025,2025,20,G,-27.81,2025-07-13,R50002297
101809G,CIT,2023,2023,230,,19.87,2023-05-31,A00002331
101809G,CIT,2023,2023,70,,2.62,2023-08-09,PEN
101809G,CIT,2023,2023,60,,4.17,2026-06-01,RST
101809G,CIT,2023,2023,20,G,-11.51,2023-06-28,R50002298
101809G,CIT,2024,2024,230,,44.49,2024-05-31,A00002332
101809G,CIT,2024,2024,70,,3.09,2024-08-09,PEN
101809G,CIT,2024,2024,60,,6.14,2026-06-01,RST
101809G,CIT,2024,2024,20,G,-4.09,2024-06-25,R50002299
101809G,CIT,2025,2025,10,,70.44,2025-05-31,A00002333
101809G,CIT,2025,2025,70,,7.86,2025-08-09,PEN
101809G,CIT,2025,2025,60,,4.65,2026-06-01,RST
101809G,CIT,2025,2025,20,G,-19.88,2025-07-30,R50002300
101813L,FSS,2021,2021,10,,1470.54,2021-11-15,A00002334
101813L,FSS,2021,2021,20,G,-1470.54,2022-02-05,R50002301
101813L,FSS,2022,2022,10,,1962.2,2022-08-16,A00002335
101813L,FSS,2022,2022,20,G,-1962.2,2022-10-16,R50002302
101813L,FSS,2023,2023,10,,1149.21,2023-05-16,A00002336
101813L,FSS,2023,2023,20,G,-1149.21,2023-07-10,R50002303
101813L,FSS,2024,2024,10,,3304.56,2024-11-15,A00002337
101813L,FSS,2024,2024,20,G,-3304.56,2025-02-10,R50002304
101813L,FSS,2025,2025,10,,1273.73,2025-11-15,A00002338
101813L,FSS,2025,2025,20,G,-1273.73,2026-01-04,R50002305
101813L,VAT,2023,2023,10,,2141.48,2023-05-16,A00002339
101813L,VAT,2023,2023,20,G,-2141.48,2023-07-23,R50002306
101813L,VAT,2024,2024,10,,2094.51,2024-05-16,A00002340
101813L,VAT,2024,2024,20,G,-2094.51,2024-06-07,R50002307
101813L,VAT,2025,2025,10,,1342.69,2025-11-15,A00002341
101813L,VAT,2025,2025,20,G,-1342.69,2025-12-25,R50002308
101813L,CIT,2023,2023,10,,1827.28,2023-05-31,A00002342
101813L,CIT,2023,2023,20,G,-1827.28,2023-07-31,R50002309
101813L,CIT,2024,2024,10,,2480.63,2024-05-31,A00002343
101813L,CIT,2024,2024,20,G,-2480.63,2024-07-08,R50002310
101813L,CIT,2025,2025,10,,2117.92,2025-05-31,A00002344
101813L,CIT,2025,2025,20,G,-2117.92,2025-07-30,R50002311
101813L,CIT,2020,2020,10,,579.71,2020-05-31,A00002345
101813L,CIT,2020,2020,20,G,-579.71,2020-07-07,R50002312
101813L,CIT,2021,2021,10,,53.56,2021-05-31,A00002346
101813L,CIT,2021,2021,20,G,-53.56,2021-07-21,R50002313
101813L,CIT,2022,2022,10,,878.38,2022-05-31,A00002347
101813L,CIT,2022,2022,20,G,-878.38,2022-08-19,R50002314
101813L,CIT,2023,2023,10,,945.35,2023-05-31,A00002348
101813L,CIT,2023,2023,20,G,-945.35,2023-07-08,R50002315
101813L,CIT,2024,2024,10,,2868.9,2024-05-31,A00002349
101813L,CIT,2024,2024,20,G,-2868.9,2024-06-22,R50002316
101813L,CIT,2025,2025,10,,6798.5,2025-05-31,A00002350
101813L,CIT,2025,2025,20,G,-6798.5,2025-06-30,R50002317
101820A,CIT,2020,2020,10,,11.61,2020-05-31,A00002351
101820A,CIT,2020,2020,70,,1.03,2020-08-09,PEN
101820A,CIT,2020,2020,60,,5.02,2026-06-01,RST
101820A,CIT,2021,2021,10,,7.08,2021-05-31,A00002352
101820A,CIT,2021,2021,60,,2.55,2026-06-01,RST
101820A,CIT,2022,2022,10,,8.7,2022-05-31,A00002353
101820A,CIT,2022,2022,70,,0.88,2022-08-09,PEN
101820A,CIT,2022,2022,60,,2.51,2026-06-01,RST
101820A,CIT,2022,2022,20,G,-5.64,2022-06-23,R50002318
101820A,CIT,2023,2023,10,,24.31,2023-05-31,A00002354
101820A,CIT,2023,2023,70,,2.36,2023-08-09,PEN
101820A,CIT,2023,2023,60,,5.11,2026-06-01,RST
101820A,CIT,2023,2023,20,G,-1.66,2023-08-04,R50002319
101820A,CIT,2024,2024,10,,12.84,2024-05-31,A00002355
101820A,CIT,2024,2024,60,,1.77,2026-06-01,RST
101820A,CIT,2024,2024,20,G,-2.47,2024-06-15,R50002320
101820A,CIT,2025,2025,10,,49.01,2025-05-31,A00002356
101820A,CIT,2025,2025,70,,4.47,2025-08-09,PEN
101820A,CIT,2025,2025,60,,3.23,2026-06-01,RST
101820A,CIT,2025,2025,20,G,-19.6,2025-08-17,R50002321
101820A,CIT,2022,2022,230,,17.92,2022-05-31,A00002357
101820A,CIT,2022,2022,70,,1.02,2022-08-09,PEN
101820A,CIT,2022,2022,60,,5.16,2026-06-01,RST
101820A,CIT,2022,2022,20,G,-1.41,2022-07-14,R50002322
101820A,CIT,2023,2023,10,,14.82,2023-05-31,A00002358
101820A,CIT,2023,2023,70,,1.63,2023-08-09,PEN
101820A,CIT,2023,2023,60,,3.11,2026-06-01,RST
101820A,CIT,2023,2023,20,G,-9.91,2023-06-16,R50002323
101820A,CIT,2024,2024,10,,28.33,2024-05-31,A00002359
101820A,CIT,2024,2024,70,,3.13,2024-08-09,PEN
101820A,CIT,2024,2024,60,,3.91,2026-06-01,RST
101820A,CIT,2024,2024,20,G,-6.04,2024-08-17,R50002324
101820A,CIT,2025,2025,10,,74.66,2025-05-31,A00002360
101820A,CIT,2025,2025,70,,4.53,2025-08-09,PEN
101820A,CIT,2025,2025,60,,4.93,2026-06-01,RST
101820A,CIT,2025,2025,20,G,-3.41,2025-07-10,R50002325
101820A,VAT,2023,2023,10,,17.3,2023-05-16,A00002361
101820A,VAT,2023,2023,70,,1.19,2023-07-25,PEN
101820A,VAT,2023,2023,20,G,-10.24,2023-06-01,R50002326
101820A,VAT,2024,2024,10,,38.76,2024-11-15,A00002362
101820A,VAT,2024,2024,60,,4.19,2026-06-01,RST
101820A,VAT,2024,2024,20,G,-12.84,2025-01-01,R50002327
101820A,VAT,2025,2025,10,,55.96,2025-11-15,A00002363
101820A,VAT,2025,2025,60,,1.68,2026-06-01,RST
101820A,VAT,2025,2025,20,G,-22.38,2025-12-30,R50002328
101820A,FSS,2022,2022,10,,21.05,2022-08-16,A00002364
101820A,FSS,2022,2022,20,G,-2.66,2022-09-04,R50002329
101820A,FSS,2023,2023,10,,15.4,2023-05-16,A00002365
101820A,FSS,2023,2023,60,,3.33,2026-06-01,RST
101820A,FSS,2023,2023,20,G,-7.18,2023-05-27,R50002330
101820A,FSS,2024,2024,10,,37.12,2024-11-15,A00002366
101820A,FSS,2024,2024,60,,4.01,2026-06-01,RST
101820A,FSS,2024,2024,20,G,-7.58,2025-01-11,R50002331
101820A,FSS,2025,2025,10,,80.95,2025-02-13,A00002367
101820A,FSS,2025,2025,60,,7.29,2026-06-01,RST
101820A,FSS,2025,2025,20,G,-32.38,2025-03-17,R50002332
101827L,CIT,2020,2020,10,,7627.81,2020-05-31,A00002368
101827L,CIT,2020,2020,60,,3295.21,2026-06-01,RST
101827L,CIT,2020,2020,20,G,-4197.61,2020-08-03,R50002333
101827L,CIT,2021,2021,10,,10275.06,2021-05-31,A00002369
101827L,CIT,2021,2021,70,,1328.18,2021-08-09,PEN
101827L,CIT,2021,2021,60,,3699.02,2026-06-01,RST
101827L,CIT,2021,2021,20,G,-5253.33,2021-08-20,R50002334
101827L,CIT,2022,2022,10,,5976.65,2022-05-31,A00002370
101827L,CIT,2022,2022,70,,560.01,2022-08-09,PEN
101827L,CIT,2022,2022,60,,1721.28,2026-06-01,RST
101827L,CIT,2022,2022,20,G,-1527.34,2022-07-18,R50002335
101827L,CIT,2023,2023,10,,15410.96,2023-05-31,A00002371
101827L,CIT,2023,2023,60,,3236.3,2026-06-01,RST
101827L,CIT,2023,2023,20,G,-10266.54,2023-07-01,R50002336
101827L,CIT,2024,2024,10,,20118.26,2024-05-31,A00002372
101827L,CIT,2024,2024,20,G,-14838.78,2024-07-23,R50002337
101827L,CIT,2025,2025,10,,30004.38,2025-05-31,A00002373
101827L,CIT,2025,2025,70,,2659.17,2025-08-09,PEN
101827L,CIT,2025,2025,60,,1980.29,2026-06-01,RST
101827L,CIT,2025,2025,20,G,-12001.75,2025-07-04,R50002338
101836B,SSC,2022,2022,10,,1333.7,2022-02-13,A00002374
101836B,SSC,2022,2022,20,G,-1333.7,2022-05-05,R50002339
101836B,SSC,2023,2023,10,,740.05,2023-02-13,A00002375
101836B,SSC,2023,2023,20,G,-740.05,2023-03-08,R50002340
101836B,SSC,2024,2024,10,,3604.01,2024-08-16,A00002376
101836B,SSC,2024,2024,20,G,-3604.01,2024-08-30,R50002341
101836B,SSC,2025,2025,10,,7613.11,2025-02-13,A00002377
101836B,SSC,2025,2025,20,G,-7613.11,2025-04-27,R50002342
101836B,CIT,2022,2022,10,,99.03,2022-05-31,A00002378
101836B,CIT,2022,2022,20,G,-99.03,2022-07-04,R50002343
101836B,CIT,2023,2023,10,,362.54,2023-05-31,A00002379
101836B,CIT,2023,2023,20,G,-362.54,2023-06-23,R50002344
101836B,CIT,2024,2024,10,,2838.43,2024-05-31,A00002380
101836B,CIT,2024,2024,20,G,-2838.43,2024-08-11,R50002345
101836B,CIT,2025,2025,10,,7172.46,2025-05-31,A00002381
101836B,CIT,2025,2025,20,G,-7172.46,2025-06-14,R50002346
101836B,CIT,2021,2021,10,,159.49,2021-05-31,A00002382
101836B,CIT,2021,2021,20,G,-159.49,2021-08-18,R50002347
101836B,CIT,2022,2022,10,,547.62,2022-05-31,A00002383
101836B,CIT,2022,2022,20,G,-547.62,2022-06-20,R50002348
101836B,CIT,2023,2023,10,,1716.21,2023-05-31,A00002384
101836B,CIT,2023,2023,20,G,-1716.21,2023-08-25,R50002349
101836B,CIT,2024,2024,10,,828.83,2024-05-31,A00002385
101836B,CIT,2024,2024,20,G,-828.83,2024-06-11,R50002350
101836B,CIT,2025,2025,10,,714.66,2025-05-31,A00002386
101836B,CIT,2025,2025,20,G,-714.66,2025-06-26,R50002351
101836B,VAT,2022,2022,10,,1439.94,2022-05-16,A00002387
101836B,VAT,2022,2022,20,G,-1439.94,2022-07-15,R50002352
101836B,VAT,2023,2023,10,,1084.06,2023-02-13,A00002388
101836B,VAT,2023,2023,20,G,-1084.06,2023-03-11,R50002353
101836B,VAT,2024,2024,10,,3596.16,2024-05-16,A00002389
101836B,VAT,2024,2024,20,G,-3596.16,2024-05-26,R50002354
101836B,VAT,2025,2025,10,,1686.48,2025-11-15,A00002390
101836B,VAT,2025,2025,20,G,-1686.48,2026-02-01,R50002355
101841L,PIT,2021,2021,10,,588.02,2021-05-31,A00002391
101841L,PIT,2021,2021,20,G,-588.02,2021-06-26,R50002356
101841L,PIT,2022,2022,10,,218.07,2022-05-31,A00002392
101841L,PIT,2022,2022,20,G,-218.07,2022-07-13,R50002357
101841L,PIT,2023,2023,10,,2558.85,2023-05-31,A00002393
101841L,PIT,2023,2023,20,G,-2558.85,2023-08-15,R50002358
101841L,PIT,2024,2024,10,,3489.99,2024-05-31,A00002394
101841L,PIT,2024,2024,20,G,-3489.99,2024-07-02,R50002359
101841L,PIT,2025,2025,10,,905.53,2025-05-31,A00002395
101841L,PIT,2025,2025,20,G,-905.53,2025-07-30,R50002360
101841L,VAT,2022,2022,10,,1071.94,2022-02-13,A00002396
101841L,VAT,2022,2022,20,G,-1071.94,2022-03-28,R50002361
101841L,VAT,2023,2023,10,,2152.52,2023-05-16,A00002397
101841L,VAT,2023,2023,20,G,-2152.52,2023-08-06,R50002362
101841L,VAT,2024,2024,10,,2104.07,2024-08-16,A00002398
101841L,VAT,2024,2024,20,G,-2104.07,2024-10-31,R50002363
101841L,VAT,2025,2025,10,,3119.39,2025-11-15,A00002399
101841L,VAT,2025,2025,20,G,-3119.39,2026-01-06,R50002364
101850B,VAT,2022,2022,10,,1902.31,2022-08-16,A00002400
101850B,VAT,2022,2022,60,,513.62,2026-06-01,RST
101850B,VAT,2022,2022,20,G,-878.98,2022-09-02,R50002365
101850B,VAT,2023,2023,10,,5969.62,2023-02-13,A00002401
101850B,VAT,2023,2023,70,,506.76,2023-04-24,PEN
101850B,VAT,2023,2023,60,,1396.89,2026-06-01,RST
101850B,VAT,2023,2023,20,G,-2222.67,2023-05-14,R50002366
101850B,VAT,2024,2024,10,,3862.38,2024-05-16,A00002402
101850B,VAT,2024,2024,70,,462.2,2024-07-25,PEN
101850B,VAT,2024,2024,60,,556.18,2026-06-01,RST
101850B,VAT,2024,2024,20,G,-628.15,2024-08-06,R50002367
101850B,VAT,2025,2025,10,,3135.97,2025-02-13,A00002403
101850B,VAT,2025,2025,70,,402.54,2025-04-24,PEN
101850B,VAT,2025,2025,60,,282.24,2026-06-01,RST
101850B,VAT,2025,2025,20,G,-1254.39,2025-03-31,R50002368
101856A,PIT,2020,2020,10,,174.19,2020-05-31,A00002404
101856A,PIT,2020,2020,20,G,-174.19,2020-07-10,R50002369
101856A,PIT,2021,2021,10,,629.64,2021-05-31,A00002405
101856A,PIT,2021,2021,20,G,-629.64,2021-08-10,R50002370
101856A,PIT,2022,2022,10,,250.14,2022-05-31,A00002406
101856A,PIT,2022,2022,20,G,-250.14,2022-07-11,R50002371
101856A,PIT,2023,2023,10,,1143.71,2023-05-31,A00002407
101856A,PIT,2023,2023,20,G,-1143.71,2023-06-10,R50002372
101856A,PIT,2024,2024,230,,262.22,2024-05-31,A00002408
101856A,PIT,2024,2024,20,G,-262.22,2024-07-04,R50002373
101856A,PIT,2025,2025,10,,4682.28,2025-05-31,A00002409
101856A,PIT,2025,2025,20,G,-4682.28,2025-06-28,R50002374
101863B,VAT,2023,2023,10,,1642.18,2023-11-15,A00002410
101863B,VAT,2023,2023,20,G,-1642.18,2023-12-08,R50002375
101863B,VAT,2024,2024,10,,2581.27,2024-02-14,A00002411
101863B,VAT,2024,2024,20,G,-2581.27,2024-05-02,R50002376
101863B,VAT,2025,2025,10,,3479.15,2025-11-15,A00002412
101863B,VAT,2025,2025,20,G,-3479.15,2026-02-11,R50002377
101872A,VAT,2023,2023,10,,42.89,2023-02-13,A00002413
101872A,VAT,2023,2023,70,,2.18,2023-04-24,PEN
101872A,VAT,2023,2023,60,,10.04,2026-06-01,RST
101872A,VAT,2023,2023,20,G,-25.55,2023-04-05,R50002378
101872A,VAT,2024,2024,10,,146.82,2024-11-15,A00002414
101872A,VAT,2024,2024,70,,14.07,2025-01-24,PEN
101872A,VAT,2024,2024,60,,15.86,2026-06-01,RST
101872A,VAT,2024,2024,20,G,-75.54,2024-12-02,R50002379
101872A,VAT,2025,2025,230,,367.34,2025-11-15,A00002415
101872A,VAT,2025,2025,60,,11.02,2026-06-01,RST
101872A,VAT,2025,2025,20,G,-51.57,2025-12-09,R50002380
101872A,CIT,2023,2023,10,,157.32,2023-05-31,A00002416
101872A,CIT,2023,2023,70,,10.73,2023-08-09,PEN
101872A,CIT,2023,2023,60,,33.04,2026-06-01,RST
101872A,CIT,2023,2023,20,G,-104.54,2023-07-08,R50002381
101872A,CIT,2024,2024,10,,42.59,2024-05-31,A00002417
101872A,CIT,2024,2024,70,,4.96,2024-08-09,PEN
101872A,CIT,2024,2024,60,,5.88,2026-06-01,RST
101872A,CIT,2024,2024,20,G,-23.49,2024-06-14,R50002382
101872A,CIT,2025,2025,10,,777.38,2025-05-31,A00002418
101872A,CIT,2025,2025,60,,51.31,2026-06-01,RST
101872A,CIT,2025,2025,20,G,-310.95,2025-07-24,R50002383
101877H,CIT,2023,2023,10,,1995.96,2023-05-31,A00002419
101877H,CIT,2023,2023,20,G,-1995.96,2023-07-27,R50002384
101877H,CIT,2024,2024,10,,2064.69,2024-05-31,A00002420
101877H,CIT,2024,2024,20,G,-2064.69,2024-07-10,R50002385
101877H,CIT,2025,2025,230,,6442.25,2025-05-31,A00002421
101877H,CIT,2025,2025,20,G,-6442.25,2025-08-15,R50002386
101877H,CIT,2020,2020,230,,1329.76,2020-05-31,A00002422
101877H,CIT,2020,2020,20,G,-1329.76,2020-07-24,R50002387
101877H,CIT,2021,2021,10,,1595.81,2021-05-31,A00002423
101877H,CIT,2021,2021,20,G,-1595.81,2021-07-01,R50002388
101877H,CIT,2022,2022,10,,1712.54,2022-05-31,A00002424
101877H,CIT,2022,2022,20,G,-1712.54,2022-07-06,R50002389
101877H,CIT,2023,2023,10,,1515.18,2023-05-31,A00002425
101877H,CIT,2023,2023,20,G,-1515.18,2023-08-18,R50002390
101877H,CIT,2024,2024,10,,3386.8,2024-05-31,A00002426
101877H,CIT,2024,2024,20,G,-3386.8,2024-06-26,R50002391
101877H,CIT,2025,2025,10,,3638.38,2025-05-31,A00002427
101877H,CIT,2025,2025,20,G,-3638.38,2025-08-13,R50002392
101886L,CIT,2021,2021,230,,744.98,2021-05-31,A00002428
101886L,CIT,2021,2021,20,G,-744.98,2021-06-14,R50002393
101886L,CIT,2022,2022,10,,1400.41,2022-05-31,A00002429
101886L,CIT,2022,2022,20,G,-1400.41,2022-07-12,R50002394
101886L,CIT,2023,2023,10,,298.06,2023-05-31,A00002430
101886L,CIT,2023,2023,20,G,-298.06,2023-06-20,R50002395
101886L,CIT,2024,2024,10,,607.7,2024-05-31,A00002431
101886L,CIT,2024,2024,20,G,-607.7,2024-08-08,R50002396
101886L,CIT,2025,2025,10,,6306.96,2025-05-31,A00002432
101886L,CIT,2025,2025,20,G,-6306.96,2025-06-12,R50002397
101886L,VAT,2022,2022,10,,1035.38,2022-05-16,A00002433
101886L,VAT,2022,2022,20,G,-1035.38,2022-06-22,R50002398
101886L,VAT,2023,2023,10,,1319.36,2023-11-15,A00002434
101886L,VAT,2023,2023,20,G,-1319.36,2023-11-29,R50002399
101886L,VAT,2024,2024,10,,557.68,2024-11-15,A00002435
101886L,VAT,2024,2024,20,G,-557.68,2025-01-07,R50002400
101886L,VAT,2025,2025,10,,3196.77,2025-02-13,A00002436
101886L,VAT,2025,2025,20,G,-3196.77,2025-04-02,R50002401
101893L,FSS,2023,2023,10,,1165.81,2023-02-13,A00002437
101893L,FSS,2023,2023,20,G,-1165.81,2023-03-11,R50002402
101893L,FSS,2024,2024,10,,1606.13,2024-05-16,A00002438
101893L,FSS,2024,2024,20,G,-1606.13,2024-06-29,R50002403
101893L,FSS,2025,2025,10,,4964.43,2025-11-15,A00002439
101893L,FSS,2025,2025,20,G,-4964.43,2026-02-01,R50002404
101893L,SSC,2020,2020,10,,1027.0,2020-11-15,A00002440
101893L,SSC,2020,2020,20,G,-1027.0,2020-12-20,R50002405
101893L,SSC,2021,2021,10,,524.71,2021-05-16,A00002441
101893L,SSC,2021,2021,20,G,-524.71,2021-07-10,R50002406
101893L,SSC,2022,2022,10,,778.22,2022-02-13,A00002442
101893L,SSC,2022,2022,20,G,-778.22,2022-02-23,R50002407
101893L,SSC,2023,2023,10,,2460.31,2023-02-13,A00002443
101893L,SSC,2023,2023,20,G,-2460.31,2023-02-23,R50002408
101893L,SSC,2024,2024,10,,2648.48,2024-08-16,A00002444
101893L,SSC,2024,2024,20,G,-2648.48,2024-10-27,R50002409
101893L,SSC,2025,2025,10,,122.3,2025-05-16,A00002445
101893L,SSC,2025,2025,20,G,-122.3,2025-07-28,R50002410
101893L,CIT,2020,2020,10,,436.48,2020-05-31,A00002446
101893L,CIT,2020,2020,20,G,-436.48,2020-08-29,R50002411
101893L,CIT,2021,2021,230,,454.13,2021-05-31,A00002447
101893L,CIT,2021,2021,20,G,-454.13,2021-08-28,R50002412
101893L,CIT,2022,2022,10,,1908.27,2022-05-31,A00002448
101893L,CIT,2022,2022,20,G,-1908.27,2022-08-24,R50002413
101893L,CIT,2023,2023,10,,462.74,2023-05-31,A00002449
101893L,CIT,2023,2023,20,G,-462.74,2023-07-06,R50002414
101893L,CIT,2024,2024,10,,3701.29,2024-05-31,A00002450
101893L,CIT,2024,2024,20,G,-3701.29,2024-06-22,R50002415
101893L,CIT,2025,2025,10,,3127.4,2025-05-31,A00002451
101893L,CIT,2025,2025,20,G,-3127.4,2025-08-09,R50002416
101898B,VAT,2020,2020,10,,595.98,2020-11-15,A00002452
101898B,VAT,2020,2020,20,G,-595.98,2020-12-10,R50002417
101898B,VAT,2021,2021,10,,745.7,2021-05-16,A00002453
101898B,VAT,2021,2021,20,G,-745.7,2021-05-27,R50002418
101898B,VAT,2022,2022,10,,1107.9,2022-11-15,A00002454
101898B,VAT,2022,2022,20,G,-1107.9,2022-11-28,R50002419
101898B,VAT,2023,2023,10,,1521.53,2023-02-13,A00002455
101898B,VAT,2023,2023,20,G,-1521.53,2023-04-10,R50002420
101898B,VAT,2024,2024,10,,2407.44,2024-05-16,A00002456
101898B,VAT,2024,2024,20,G,-2407.44,2024-06-17,R50002421
101898B,VAT,2025,2025,230,,2091.4,2025-11-15,A00002457
101898B,VAT,2025,2025,20,G,-2091.4,2026-01-14,R50002422
101898B,CIT,2020,2020,10,,819.79,2020-05-31,A00002458
101898B,CIT,2020,2020,20,G,-819.79,2020-07-05,R50002423
101898B,CIT,2021,2021,10,,460.22,2021-05-31,A00002459
101898B,CIT,2021,2021,20,G,-460.22,2021-06-26,R50002424
101898B,CIT,2022,2022,230,,1272.43,2022-05-31,A00002460
101898B,CIT,2022,2022,20,G,-1272.43,2022-06-21,R50002425
101898B,CIT,2023,2023,10,,172.38,2023-05-31,A00002461
101898B,CIT,2023,2023,20,G,-172.38,2023-06-30,R50002426
101898B,CIT,2024,2024,230,,3122.36,2024-05-31,A00002462
101898B,CIT,2024,2024,20,G,-3122.36,2024-07-12,R50002427
101898B,CIT,2025,2025,10,,6182.92,2025-05-31,A00002463
101898B,CIT,2025,2025,20,G,-6182.92,2025-08-06,R50002428
101898B,FSS,2021,2021,10,,315.35,2021-05-16,A00002464
101898B,FSS,2021,2021,20,G,-315.35,2021-06-22,R50002429
101898B,FSS,2022,2022,10,,342.6,2022-11-15,A00002465
101898B,FSS,2022,2022,20,G,-342.6,2022-12-15,R50002430
101898B,FSS,2023,2023,10,,791.58,2023-05-16,A00002466
101898B,FSS,2023,2023,20,G,-791.58,2023-08-02,R50002431
101898B,FSS,2024,2024,10,,3409.67,2024-02-14,A00002467
101898B,FSS,2024,2024,20,G,-3409.67,2024-05-10,R50002432
101898B,FSS,2025,2025,10,,5959.49,2025-11-15,A00002468
101898B,FSS,2025,2025,20,G,-5959.49,2025-12-13,R50002433
101905A,CIT,2020,2020,10,,1075.06,2020-05-31,A00002469
101905A,CIT,2020,2020,20,G,-1075.06,2020-08-03,R50002434
101905A,CIT,2021,2021,10,,521.21,2021-05-31,A00002470
101905A,CIT,2021,2021,20,G,-521.21,2021-07-27,R50002435
101905A,CIT,2022,2022,10,,1019.88,2022-05-31,A00002471
101905A,CIT,2022,2022,20,G,-1019.88,2022-07-18,R50002436
101905A,CIT,2023,2023,10,,1235.41,2023-05-31,A00002472
101905A,CIT,2023,2023,20,G,-1235.41,2023-08-23,R50002437
101905A,CIT,2024,2024,10,,3731.06,2024-05-31,A00002473
101905A,CIT,2024,2024,20,G,-3731.06,2024-07-25,R50002438
101905A,CIT,2025,2025,10,,5575.38,2025-05-31,A00002474
101905A,CIT,2025,2025,20,G,-5575.38,2025-06-29,R50002439
101905A,VAT,2023,2023,10,,1542.48,2023-11-15,A00002475
101905A,VAT,2023,2023,20,G,-1542.48,2023-12-23,R50002440
101905A,VAT,2024,2024,10,,2930.11,2024-08-16,A00002476
101905A,VAT,2024,2024,20,G,-2930.11,2024-09-30,R50002441
101905A,VAT,2025,2025,230,,2207.87,2025-08-16,A00002477
101905A,VAT,2025,2025,20,G,-2207.87,2025-10-26,R50002442
101905A,FSS,2021,2021,10,,219.64,2021-02-13,A00002478
101905A,FSS,2021,2021,20,G,-219.64,2021-05-06,R50002443
101905A,FSS,2022,2022,10,,244.68,2022-02-13,A00002479
101905A,FSS,2022,2022,20,G,-244.68,2022-04-30,R50002444
101905A,FSS,2023,2023,10,,2404.13,2023-08-16,A00002480
101905A,FSS,2023,2023,20,G,-2404.13,2023-09-09,R50002445
101905A,FSS,2024,2024,10,,3915.47,2024-05-16,A00002481
101905A,FSS,2024,2024,20,G,-3915.47,2024-08-02,R50002446
101905A,FSS,2025,2025,10,,3752.47,2025-05-16,A00002482
101905A,FSS,2025,2025,20,G,-3752.47,2025-05-26,R50002447
101905A,CIT,2022,2022,10,,1040.4,2022-05-31,A00002483
101905A,CIT,2022,2022,20,G,-1040.4,2022-06-10,R50002448
101905A,CIT,2023,2023,10,,1116.82,2023-05-31,A00002484
101905A,CIT,2023,2023,20,G,-1116.82,2023-07-06,R50002449
101905A,CIT,2024,2024,10,,2926.01,2024-05-31,A00002485
101905A,CIT,2024,2024,20,G,-2926.01,2024-08-07,R50002450
101905A,CIT,2025,2025,10,,6564.85,2025-05-31,A00002486
101905A,CIT,2025,2025,20,G,-6564.85,2025-07-28,R50002451
101914H,VAT,2021,2021,10,,161.61,2021-05-16,A00002487
101914H,VAT,2021,2021,20,G,-161.61,2021-06-21,R50002452
101914H,VAT,2022,2022,10,,196.49,2022-05-16,A00002488
101914H,VAT,2022,2022,20,G,-196.49,2022-07-21,R50002453
101914H,VAT,2023,2023,10,,2055.51,2023-05-16,A00002489
101914H,VAT,2023,2023,20,G,-2055.51,2023-07-19,R50002454
101914H,VAT,2024,2024,10,,576.89,2024-11-15,A00002490
101914H,VAT,2024,2024,20,G,-576.89,2024-11-29,R50002455
101914H,VAT,2025,2025,10,,2645.76,2025-05-16,A00002491
